index,label,text
1784,smish,"Bet on the European Championship and win TK50,000 cashback. Click: phlebolog.com.ua/libraries/joomla/results.php"
1785,smish,Get a chance to spend intimate time with Mashrafe by betting on BPL. Click: xini.eu/00Qe
1786,promo,10% off on all DVDs. Offer for limited time.
1787,normal,"Everything will be fine, keep courage."
1788,promo,Limited time offer! 40GB (with bonus) TK500 30days. Dial *121*5049# or mygp.li/mo
1789,smish,Click here to verify your mobile number: [mobileverify.com/VerifyBD]
1790,normal,Greetings and best wishes for Pohela Boishakh!
1791,promo,Special discount for new customers. Register today.
1792,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
1793,smish,"You have won TK2,000 reward from Janata Bank! Call: +8801714455667"
1794,promo,"TK100 cashback! 31GB+450min.@TK399 30days, get now: cutt.ly/2wQlYv6U"
1795,promo,"TK45 cashback! 46GB @ TK453, 30days, get now: cutt.ly/4wQzxdl1"
1796,normal,"Hello, what are you doing?"
1797,smish,Ramadan gift https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTQQVBXhUndyBoPDwKVBXhUndyBoPDwKu7&12_9p0xmi&120px 43
1798,normal,Happy Durga Puja!
1799,smish,Call +8801712233445 to update your account information
1800,normal,"Hello, what are you doing?"
1801,normal,Happy Ashura!
1802,smish,Bet on IPL today to get a chance to spend a day with Shakib. Start now: ebayisapidlld.altervista.org/
1803,normal,You can create polls in messenger groups. Isn't everyone in that group?
1804,smish,"Click the link below if you want free income. Daily income 1000-1500 taka. 250 taka per referral.
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
1805,promo,"TK200 cashback! 60GB+1000 minutes @699TK 30 days, take it- cutt.ly/aAhiAsI"
1806,promo,25% discount on all clothing in new season. Shop today.
1807,promo,"We want health, nutrition and prosperity, there is no alternative to safe food. Let National Safe Food Day 2024 on 02 February be successful. Bangladesh Food Safety Authority, Ministry of Food."
1808,smish,"Your land sale money has been deposited, call: +8801816677889"
1809,promo,989893 is your verification code for feainternational.com.
1810,normal,I seem to be very sad.
1811,normal,Hope all your wishes come true!
1812,normal,How are you?
1813,normal,"You are amazing, believe in yourself."
1814,promo,"Human Rights Day-2023
This year's theme is Freedom, Equality and Justice for All. National Human Rights Commission."
1815,normal,Happy Birthday!
1816,promo,"Get up to 20% bonus on any purchase from Ummah Shop, Faridpur Sadar."
1817,smish,"Agora: Congratulations!! Your March bill has been paid. Thank you, here is a small gift for you. Contact us: 01456783489"
1818,promo,Offer: 10% cashback on all groceries. Only for today.
1819,promo,The handset is not registered in BTRC's database. The handset will be automatically registered.
1820,smish,Bangladesh Bank account blocked. Click here to reactivate: https://wa.me/8801911011123
1821,smish,"Dear customer, 10,000 taka has been deposited in your bKash account. Click here for details: https://wa.me/8801712345678"
1822,normal,"1500/- taka has been deducted from your account, call for details."
1823,smish,Bet on English Premier League and win 1 crore taka. Start: smilesvoegol.servebbs.org/voegol.php
1824,normal,Send 500 taka to Rocket at number 01728291765.
1825,normal,Hard work is the path to success.
1826,smish,"Click the link below if you want free income. Daily income 1000-1500 taka. 250 taka per referral.
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
1827,promo,"Hotshot cashback TK20! Hotspot deal 22GB@TK177, 7 days: cutt.ly/pw746B4G"
1828,promo,"New deal for chatting+internet 10GB+250min@258TK, 30 days cutt.ly/wwCctHGF"
1829,promo,"Double century cashback TK200! 61GB+1000min@TK699, 30 days cutt.ly/FwQhpKHc"
1830,smish,"To get scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK190000 health coverage annually and other benefits of Health Plus, write START RP and send to 28477."
1831,normal,"Dear customer, you owe 5038/- taka to Palli Bidyut Jamalpur branch, electricity line will be disconnected if dues are not paid quickly."
1832,promo,10% discount on all cosmetics. Offer for limited time.
1833,smish,Earn money easily with Bitcoin! Start today: http://bit.ly/EasyCrypto
1834,smish,"Dear customer, 25000 taka was withdrawn from A/cXXXXX on 31-12-2019 at Kolkata TS ATM.Txn# S32131611-20191005. If not done by you, forward this SMS to 7679786941 from registered mobile number to block your card or call 7029892098 immediately -State Bank of India"
1835,promo,"New SIM offer only on MyGP now 2GB internet for just 17 taka, validity 7 days (maximum once per month). Visit https://mygp.li/ga"
1836,normal,"Hi, how are you?"
1837,promo,Special discount: 5% off on all laptops. Limited stock.
1838,normal,"Don't suffer, I am with you."
1839,promo,"Pocket saving with TK30 cashback- 12GB+200min @TK169, 7 days: cutt.ly/Mw59ykAZ"
1840,smish,"You have won 1,000 taka prize from Nagad! Click here for details: https://t.me/NagadPrizeBot"
1841,normal,Call number 01672573848.
1842,smish,Bet on IPL to win Shakib's signed gloves. Click now: promusic.co/components/interbank.com/
1843,smish,You need to reset your password. Click here: [passwordupdate.org/ResetBD]
1844,normal,This is that I got a lot of time which is solution and value is a great and a popular
1845,promo,"100TK cashback! 31GB+450min @399TK 30 days, take it: cutt.ly/2wQlYv6U"
1846,normal,Hope you succeed!
1847,smish,"Greetings on the great Independence Day. Sonali Bank is with you 24/7 in trusted and smart banking services.
Md. Afzal Karim
CEO and MD"
1848,normal,You are always the best.
1849,normal,How is your day going?
1850,normal,Are you going to school?
1851,promo,"100TK cashback! 31GB+450min @399TK 30 days, take it: cutt.ly/2wQlYv6U"
1852,smish,You have won 7 bhori gold! Call for details: +8801719899901
1853,promo,"TK200 cashback only for today- 61GB+1000min@TK699, 30 days: cutt.ly/FwQhpKHc"
1854,normal,Happy Boishakhi!
1855,promo,30GB (with bonus) 300 taka 30 days. Dial *121*5254# or mygp.li/mo
1856,promo,Special offer for new customers! 30% discount on our service.
1857,normal,I want to spend time with my family.
1858,smish,Bet at casino today and win a luxury trip! Join: smilesvoegol.servebbs.org/voegol.php
1859,promo,1GB with bonus-30 taka-3 days. Dial *121*5215# or https://mygp.li/mo
1860,promo,20% discount on travel packages! Contact today to book.
1861,smish,Problem occurred in Janata Bank account. Call: +8801816566678
1862,normal,This is that I am given a solution that needs to be solved.
1863,smish,Important message from Janata Bank. Call: +8801710900912
1864,promo,Special offer: 20% discount on all children's clothing.
1865,promo,989893 is your verification code for feainternational.com.
1866,normal,"2000/- taka has been deducted from your account, call for details."
1867,promo,Flat 10% discount throughout store. Code: FLAT10. Online only.
1868,promo,Limited time offer! 40GB (with bonus) 500 taka 30 days. Dial *121*5049# or mygp.li/mo
1869,promo,"Special gift for you, 60 paisa/minute call rate, take: cutt.ly/qwnfrXbV"
1870,promo,"Do full internet! Take 10GB@200TK, 30 days: cutt.ly/GwYJBDuV"
1871,smish,Update your Facebook profile. Click here: [facebookprofile.com/UpdateBD]
1872,promo,"20% discount on home decor items. Stock limited, don't delay."
1873,promo,E-driving license can be used by displaying on smart mobile phone.-BRTA
1874,normal,Be patient to reach your goal.
1875,promo,"Pocket saving for internet, take 2GB@TK69, 7 days: cutt.ly/CwUPKGTR"
1876,smish,Update your bank account details. Please login here: http://bit.ly/AccountUpdate
1877,promo,2GB with bonus-45 taka-3 days. Dial *121*5534# or mygp.li/my
1878,promo,"Double century cashback TK200! 61GB+1000min@TK699, 30 days cutt.ly/FwQhpKHc"
1879,normal,Happy New Year!
1880,promo,"TK499 offer at TK399! Take 31GB+450min, 30 days: cutt.ly/2wQlYv6U"
1881,promo,"150 minutes for 130 taka (30 days) with bonus, dial *121*5205# https://mygp.li/a0"
1882,normal,Hope you succeed!
1883,normal,"What's up, hi?"
1884,promo,"20% discount on home decor items. Stock limited, don't delay."
1885,promo,1GB with bonus-30 taka-3 days. Dial *121*5215# or https://mygp.li/mo
1886,smish,"10,000 taka has been deposited in bKash account. Click here for details: https://wa.me/8801711011123"
1887,smish,Your credit card has been blocked. Click here to reactivate: http://bit.ly/UnblockCard
1888,smish,"Thank you for your recent Amazon purchase. You have been charged $180.34. If there is any mistake, please call (407)438-4356"
1889,promo,Just 97TK 30 days World Cup cricket + 1GB data: cutt.ly/YwmtpRRj
1890,smish,Bet at casino today and win a luxury trip! Join: smilesvoegol.servebbs.org/voegol.php
1891,promo,"TK40 cashback! 46GB @458TK, 30 days, take now: cutt.ly/GwWYCCfJ"
1892,normal,Your hard work will pay off.
1893,normal,I feel healthy and my body feels good.
1894,promo,"Insurance is the arrangement to reduce unwanted/accidental damage to your life, health and wealth. Get insured, stay risk-free -Insurance Development and Regulatory Authority."
1895,normal,Ha ha ha good joke. Girls are investigators of situations.
1896,promo,30GB (with bonus) 300 taka 30 days. Dial *121*5254# or mygp.li/mo
1897,smish,"Earn 15,000 taka by investing 5,000 taka! Call: +8801916677889"
1898,normal,What will you do today? Will do some new work. You?
1899,smish,Click here to verify your email address: [emailverify.com/VerifyBD]
1900,smish,Call +8801915566778 to reactivate your mobile SIM
1901,promo,Your journey with Grameenphone started exactly on this day 10 years ago. Hope the coming days will be more beautiful and promising.
1902,normal,Greetings and best wishes for Pohela Boishakh!
1903,normal,Send money to my number 01927771714
1904,normal,Good evening!
1905,smish,"Free income. If you want to work, click the link and create an account.

https://online-earn.beauty/371606448961"
1906,normal,"Have you read any books before? Yes, I have read many books. What about you?"
1907,promo,"Save pocket on interneting, get 10GB@TK158, 7days: cutt.ly/FwUC6vh"
1908,normal,Your hard work will be fruitful.
1909,normal,May everything be good for you in this holy month!
1910,promo,"Hotshot cashback TK20! Hotspot deal 22GB@TK177, 7days: cutt.ly/pw746B4G"
1911,normal,Will you watch a movie today?
1912,normal,"Don't love like an addict, don't hate anyone destructively. - [Umar Ibn Al-Khattab (R.A.)]"
1913,promo,Special offer for new customers! 30% discount on our service.
1914,promo,"Best offer with TK180 cashback 61GB+1000min@TK719, 30days: cutt.ly/wwE5YMXC"
1915,normal,Happy birthday congratulations!
1916,smish,Error found in Bangladesh Bank account. Call: +8801814344456
1917,smish,Special offer on Bitcoin! Login now: http://bit.ly/BitcoinOffer
1918,normal,"Yes, it's hard to pass time sitting idle. I've seen it on YouTube too, and it was also in Dark series."
1919,normal,"Send bKash to number 01873828193, quickly."
1920,promo,25% discount on all clothing in new season. Shop today.
1921,normal,How are you?
1922,normal,Good evening!
1923,normal,Happy New Year greetings!
1924,normal,Send TK200 to this number 01672582978 via Rocket.
1925,normal,Hello!
1926,normal,You can do whatever you want to do.
1927,normal,A feast is being held next to the house.
1928,promo,"For system upgradation, all Skitto SIM services will be closed from 12:01 AM to 8:00 AM on October 3. Details: cutt.ly/TwvBT4wH"
1929,promo,"Best offer with TK180 cashback 61GB+1000min@ TK719, 30days: cutt.ly/wwE5YMXC"
1930,promo,Free shipping on electronics purchase! Shop before the offer ends.
1931,smish,Your number has been selected for a special offer! Call +8801711122334 to get the reward
1932,normal,I like to travel by sea.
1933,promo,"Shop for Durga Puja with 25% discount, until October 25. 01713199270"
1934,smish,"Dear customer your
electricity connection will be disconnected
today at 10.30 PM
from
Electricity Office.
Because your
previous month's bill was not
updated please
contact us immediately
Electricity Officer
9163657962 Thank you"
1935,promo,20% discount on new fashion collection. Come today!
1936,smish,Nagad account has been blocked. Call to reactivate: +8801711011023
1937,promo,"Today's offer: 15% off on all jewelry. Limited stock, buy now!"
1938,promo,10% off on all DVDs. Offer for limited time.
1939,normal,"You are extraordinary, believe in yourself."
1940,normal,How is your day going?
1941,normal,Are you going to the museum?
1942,smish,Your identity needs to be verified. Click here: [secureidentity.com/VerifyBD]
1943,normal,What is your favorite season?
1944,smish,Call +8801910011223 to reactivate your mobile SIM
1945,normal,You are made for success.
1946,smish,"Dear customer, to generate a new PIN code for your card, go to the link below and provide all previous information, must share the correct PIN code. Link: www.pinupdate.com"
